"eventID","occurrenceID","measurementValue","measurementType","measurementTypeID","measurementUnit","measurementUnitID"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Brachyuran_Zoea:zoeae","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Brachyuran_Zoea:zoeae","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Caridean_larvae:larvae","2.4722597903476","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Caridean_larvae:larvae","120","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Centropages_spp:unkwn","6.180649475869","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Centropages_spp:unkwn","300","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Chaetognaths:unkwn","35.8477669600402","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Chaetognaths:unkwn","1740","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Clausocalaus_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Clausocalaus_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Copilia_mirabilis:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Copilia_mirabilis:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Corycaeus_spp:unkwn","2.4722597903476","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Corycaeus_spp:unkwn","120","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Doliolids:unkwn","3.7083896855214","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Doliolids:unkwn","180","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Euchaeta_spp:unkwn","4.9445195806952","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Euchaeta_spp:unkwn","240","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Hydromedusa:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Hydromedusa:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Hyperiid_Amphipods:unkwn","8.6529092662166","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Hyperiid_Amphipods:unkwn","420","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Labidocera_spp:unkwn","6.180649475869","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Labidocera_spp:unkwn","300","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Mysid:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Mysid:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Nannoccalanus_spp:unkwn","6.180649475869","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Nannoccalanus_spp:unkwn","300","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Neocalanus_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Neocalanus_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Oithona_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Oithona_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Ostracods:unkwn","71.6955339200804","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Ostracods:unkwn","3480","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Paracalanus_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Paracalanus_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Parvocalanus_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Parvocalanus_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Penaeoidea_larvae:larvae","3.7083896855214","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Penaeoidea_larvae:larvae","180","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Pteropods:unkwn","4.9445195806952","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Pteropods:unkwn","240","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Round_Fish_Eggs:egg","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Round_Fish_Eggs:egg","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Salps:unkwn","4.9445195806952","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Salps:unkwn","240","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Saphirinna_spp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Saphirinna_spp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Sergestid:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Sergestid:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Temora_sp:unkwn","3.7083896855214","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Temora_sp:unkwn","180","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Tigriopus_sp:unkwn","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Tigriopus_sp:unkwn","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Undinula_vulgaris:unkwn","9.8890391613904","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Undinula_vulgaris:unkwn","480","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06",,"bongo nets","bongo nets","http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/",,
"WS18218:stnMR:500um:2018-08-06",,"247.205","Length of sampling track","http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/","metres","http://vocab.nerc.ac.uk/collection/P06/current/ULAA/"
"WS18218:stnMR:500um:2018-08-06",,"0.5","Sampling device aperture diameter","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100012/","metres","http://vocab.nerc.ac.uk/collection/P06/current/ULAA/"
"WS18218:stnMR:500um:2018-08-06",,"0.785398163397448","Sampling device aperture surface area","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/","per square metre","http://vocab.nerc.ac.uk/collection/P06/current/PMSQ/"
"WS18218:stnMR:500um:2018-08-06",,"0","flow meters","http://vocab.nerc.ac.uk/collection/L05/current/388/",,
"WS18218:stnMR:500um:2018-08-06",,"1009","flow meters","http://vocab.nerc.ac.uk/collection/L05/current/388/",,
"WS18218:stnMR:500um:2018-08-06",,"0.5","Sub-sampling coefficient","http://vocab.nerc.ac.uk/collection/P01/current/SSAMPC01/","Dimensionless","http://vocab.nerc.ac.uk/collection/P06/current/UUUU/"
"WS18218:stnMR:500um:2018-08-06",,"48.5385882456665","Sample volume (filtration) by measuring cylinder","http://vocab.nerc.ac.uk/collection/P01/current/VOLFMCXX/","per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/PCUM/"
"WS18218:stnMR:500um:2018-08-06",,"5","Sample Duration","http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/","Minutes","http://vocab.nerc.ac.uk/collection/P06/current/UMIN/"
"WS18218:stnMR:500um:2018-08-06",,"1.5","Speed of towing platform","http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/","Knots (nautical miles per hour)","http://vocab.nerc.ac.uk/collection/P06/current/UKNT/"
"WS18218:stnMR:500um:2018-08-06",,"0.824016666666667","Speed","http://vocab.nerc.ac.uk/collection/S06/current/S0600152/","Metres per second","http://vocab.nerc.ac.uk/collection/P06/current/UVAA/"
"WS18218:stnMR:500um:2018-08-06",,"500","Sampling net mesh size","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/","Micrometres","http://vocab.nerc.ac.uk/collection/P06/current/UMIC/"
"WS18218:stnMR:500um:2018-08-06",,"microscopy","microscopy","http://vocab.nerc.ac.uk/collection/S04/current/S0419/",,
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Brachyuran_Megalopa:megalopae","1.09878212904338","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Brachyuran_Megalopa:megalopae","53.3333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Brachyuran_Zoea:zoeae","4.39512851617351","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Brachyuran_Zoea:zoeae","213.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Caridean_larvae:larvae","1.09878212904338","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Caridean_larvae:larvae","53.3333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Centropages_spp:unkwn","1.09878212904338","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Centropages_spp:unkwn","53.3333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Chaetognaths:unkwn","18.6792961937374","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Chaetognaths:unkwn","906.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Corycaeus_spp:unkwn","1.09878212904338","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Corycaeus_spp:unkwn","53.3333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Fish_Larvae:larvae","2.19756425808675","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Fish_Larvae:larvae","106.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Gaetanus_spp:unkwn","3.29634638713013","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Gaetanus_spp:unkwn","160","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Hydromedusa:unkwn","3.29634638713013","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Hydromedusa:unkwn","160","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Mesocalanus_spp:unkwn","3.29634638713013","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Mesocalanus_spp:unkwn","160","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Nannoccalanus_spp:unkwn","27.4695532260844","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Nannoccalanus_spp:unkwn","1333.33333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Neocalanus_spp:unkwn","17.580514064694","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18218:stnMR:500um:2018-08-06","WS18218:stnMR:500um:2018-08-06:Neocalanus_spp:unkwn","853.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
